primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,6430,2970,3455
North American Aboriginal origins,,,295,125,175
North American Aboriginal origins,First Nations (North American Indian),,200,70,125
North American Aboriginal origins,Inuit,,0,10,0
North American Aboriginal origins,Métis,,100,50,50
Other North American origins,,,1720,815,910
Other North American origins,Acadian,,35,10,20
Other North American origins,American,,225,115,110
Other North American origins,Canadian,,1580,740,840
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,0,0,0
Other North American origins,Nova Scotian,,0,0,0
Other North American origins,Ontarian,,0,0,0
Other North American origins,Québécois,,0,0,10
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,5220,2485,2740
European origins,British Isles origins,,3585,1705,1880
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,2045,990,1055
European origins,British Isles origins,Irish,1685,815,870
European origins,British Isles origins,Manx,10,0,0
European origins,British Isles origins,Scottish,1750,800,950
European origins,British Isles origins,Welsh,160,80,75
European origins,British Isles origins,British Isles origins; n.i.e.,270,130,140
European origins,French origins,,1490,670,815
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,0,0,0
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,1485,670,815
European origins,Western European origins (except French origins),,1070,485,585
European origins,Western European origins (except French origins),Austrian,95,40,50
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,25,10,15
European origins,Western European origins (except French origins),Dutch,195,70,125
European origins,Western European origins (except French origins),Flemish,0,0,0
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,760,345,410
European origins,Western European origins (except French origins),Luxembourger,15,0,15
European origins,Western European origins (except French origins),Swiss,50,40,0
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,275,130,145
European origins,Northern European origins (except British Isles origins),Danish,70,20,45
European origins,Northern European origins (except British Isles origins),Finnish,50,15,35
European origins,Northern European origins (except British Isles origins),Icelandic,15,10,10
European origins,Northern European origins (except British Isles origins),Norwegian,90,50,35
European origins,Northern European origins (except British Isles origins),Swedish,45,20,25
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,20,15,10
European origins,Eastern European origins,,885,410,465
European origins,Eastern European origins,Bulgarian,20,15,0
European origins,Eastern European origins,Byelorussian,0,0,0
European origins,Eastern European origins,Czech,0,0,0
European origins,Eastern European origins,Czechoslovakian; n.o.s.,0,0,0
European origins,Eastern European origins,Estonian,10,0,0
European origins,Eastern European origins,Hungarian,140,45,90
European origins,Eastern European origins,Latvian,10,0,10
European origins,Eastern European origins,Lithuanian,65,50,25
European origins,Eastern European origins,Moldovan,0,0,0
European origins,Eastern European origins,Polish,320,160,160
European origins,Eastern European origins,Romanian,60,30,30
European origins,Eastern European origins,Russian,175,85,85
European origins,Eastern European origins,Slovak,15,0,10
European origins,Eastern European origins,Ukrainian,225,120,100
European origins,Eastern European origins,Eastern European origins; n.i.e.,15,0,15
European origins,Southern European origins,,610,295,315
European origins,Southern European origins,Albanian,0,0,0
European origins,Southern European origins,Bosnian,10,0,10
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,20,20,0
European origins,Southern European origins,Cypriot,0,0,0
European origins,Southern European origins,Greek,95,35,55
European origins,Southern European origins,Italian,250,110,140
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,20,10,10
European origins,Southern European origins,Maltese,10,0,0
European origins,Southern European origins,Montenegrin,0,0,0
European origins,Southern European origins,Portuguese,135,60,75
European origins,Southern European origins,Serbian,35,15,15
European origins,Southern European origins,Sicilian,0,0,0
European origins,Southern European origins,Slovenian,0,0,0
European origins,Southern European origins,Spanish,120,75,45
European origins,Southern European origins,Yugoslavian; n.o.s.,0,0,0
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
European origins,Other European origins,,125,65,60
European origins,Other European origins,Basque,0,0,0
European origins,Other European origins,Jewish,105,55,50
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,0,0,0
European origins,Other European origins,Other European origins; n.i.e.,20,10,10
Caribbean origins,Other European origins,,100,35,65
Caribbean origins,Antiguan,,0,0,0
Caribbean origins,Bahamian,,0,0,0
Caribbean origins,Barbadian,,10,0,0
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,0,0,0
Caribbean origins,Cuban,,30,0,20
Caribbean origins,Dominican,,0,10,0
Caribbean origins,Grenadian,,0,0,0
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,0,0,0
Caribbean origins,Jamaican,,45,25,20
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,0,0,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,0,0,0
Caribbean origins,Trinidadian/Tobagonian,,0,0,0
Caribbean origins,Vincentian/Grenadinian,,0,0,0
Caribbean origins,West Indian; n.o.s.,,15,10,10
Caribbean origins,Caribbean origins; n.i.e.,,0,0,0
Latin; Central and South American origins,,,135,70,65
Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,0,0,0
Latin; Central and South American origins,Arawak,,10,10,0
Latin; Central and South American origins,Argentinian,,20,15,0
Latin; Central and South American origins,Belizean,,0,0,0
Latin; Central and South American origins,Bolivian,,0,0,0
Latin; Central and South American origins,Brazilian,,10,15,0
Latin; Central and South American origins,Chilean,,10,10,10
Latin; Central and South American origins,Colombian,,25,10,15
Latin; Central and South American origins,Costa Rican,,0,0,0
Latin; Central and South American origins,Ecuadorian,,0,0,0
Latin; Central and South American origins,Guatemalan,,0,0,0
Latin; Central and South American origins,Guyanese,,0,0,0
Latin; Central and South American origins,Hispanic,,0,0,0
Latin; Central and South American origins,Honduran,,0,0,0
Latin; Central and South American origins,Maya,,0,0,0
Latin; Central and South American origins,Mexican,,25,10,15
Latin; Central and South American origins,Nicaraguan,,0,0,0
Latin; Central and South American origins,Panamanian,,0,0,0
Latin; Central and South American origins,Paraguayan,,0,0,0
Latin; Central and South American origins,Peruvian,,10,0,0
Latin; Central and South American origins,Salvadorean,,0,0,0
Latin; Central and South American origins,Uruguayan,,0,0,0
Latin; Central and South American origins,Venezuelan,,0,0,0
Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,20,10,10
African origins,,,185,90,95
African origins,Central and West African origins,,30,20,10
African origins,Central and West African origins,Akan,0,0,0
African origins,Central and West African origins,Angolan,0,0,0
African origins,Central and West African origins,Ashanti,0,0,0
African origins,Central and West African origins,Beninese,0,0,0
African origins,Central and West African origins,Burkinabe,0,0,0
African origins,Central and West African origins,Cameroonian,0,0,0
African origins,Central and West African origins,Chadian,10,10,0
African origins,Central and West African origins,Congolese,10,15,0
African origins,Central and West African origins,Edo,0,0,0
African origins,Central and West African origins,Ewe,0,0,0
African origins,Central and West African origins,Gabonese,10,10,0
African origins,Central and West African origins,Gambian,0,0,0
African origins,Central and West African origins,Ghanaian,0,0,0
African origins,Central and West African origins,Guinean,0,0,0
African origins,Central and West African origins,Ibo,0,0,0
African origins,Central and West African origins,Ivorian,10,0,10
African origins,Central and West African origins,Liberian,0,0,0
African origins,Central and West African origins,Malian,0,0,0
African origins,Central and West African origins,Malinké,0,0,0
African origins,Central and West African origins,Nigerian,10,0,10
African origins,Central and West African origins,Peulh,0,0,0
African origins,Central and West African origins,Senegalese,0,0,0
African origins,Central and West African origins,Sierra Leonean,0,0,0
African origins,Central and West African origins,Togolese,0,0,0
African origins,Central and West African origins,Wolof,0,0,0
African origins,Central and West African origins,Yoruba,0,0,0
African origins,Central and West African origins,Central and West African origins; n.i.e.,15,10,10
African origins,North African origins,,65,35,30
African origins,North African origins,Algerian,0,0,0
African origins,North African origins,Berber,0,0,0
African origins,North African origins,Coptic,0,0,0
African origins,North African origins,Dinka,0,0,0
African origins,North African origins,Egyptian,25,10,15
African origins,North African origins,Libyan,0,0,0
African origins,North African origins,Maure,0,0,0
African origins,North African origins,Moroccan,35,25,10
African origins,North African origins,Sudanese,0,0,0
African origins,North African origins,Tunisian,0,0,0
African origins,North African origins,North African origins; n.i.e.,0,0,0
African origins,Southern and East African origins,,40,20,20
African origins,Southern and East African origins,Afrikaner,0,0,0
African origins,Southern and East African origins,Amhara,0,0,0
African origins,Southern and East African origins,Bantu; n.o.s.,20,0,15
African origins,Southern and East African origins,Burundian,0,0,0
African origins,Southern and East African origins,Djiboutian,0,0,0
African origins,Southern and East African origins,Eritrean,0,0,0
African origins,Southern and East African origins,Ethiopian,10,0,0
African origins,Southern and East African origins,Harari,0,0,0
African origins,Southern and East African origins,Kenyan,0,0,0
African origins,Southern and East African origins,Malagasy,0,0,0
African origins,Southern and East African origins,Mauritian,0,0,10
African origins,Southern and East African origins,Oromo,0,0,0
African origins,Southern and East African origins,Rwandan,0,0,0
African origins,Southern and East African origins,Seychellois,0,0,0
African origins,Southern and East African origins,Somali,0,0,0
African origins,Southern and East African origins,South African,0,0,0
African origins,Southern and East African origins,Tanzanian,0,0,0
African origins,Southern and East African origins,Tigrian,0,0,0
African origins,Southern and East African origins,Ugandan,10,10,0
African origins,Southern and East African origins,Zambian,0,0,0
African origins,Southern and East African origins,Zimbabwean,0,0,0
African origins,Southern and East African origins,Zulu,0,0,0
African origins,Southern and East African origins,Southern and East African origins; n.i.e.,0,0,0
African origins,Other African origins,,45,15,30
African origins,Other African origins,Black; n.o.s.,10,0,10
African origins,Other African origins,Other African origins; n.i.e.,40,15,20
Asian origins,Other African origins,,865,370,495
Asian origins,West Central Asian and Middle Eastern origins,,215,90,120
Asian origins,West Central Asian and Middle Eastern origins,Afghan,10,10,10
Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,10,10,0
Asian origins,West Central Asian and Middle Eastern origins,Armenian,10,10,0
Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Georgian,10,10,0
Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Iranian,55,25,30
Asian origins,West Central Asian and Middle Eastern origins,Iraqi,25,0,20
Asian origins,West Central Asian and Middle Eastern origins,Israeli,25,15,10
Asian origins,West Central Asian and Middle Eastern origins,Jordanian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kurd,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Lebanese,75,20,55
Asian origins,West Central Asian and Middle Eastern origins,Palestinian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Syrian,20,15,0
Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Tatar,10,0,0
Asian origins,West Central Asian and Middle Eastern origins,Turk,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Yemeni,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,0,0,0
Asian origins,South Asian origins,,210,85,125
Asian origins,South Asian origins,Bangladeshi,0,0,0
Asian origins,South Asian origins,Bengali,25,10,10
Asian origins,South Asian origins,Bhutanese,0,0,0
Asian origins,South Asian origins,East Indian,170,70,100
Asian origins,South Asian origins,Goan,0,0,0
Asian origins,South Asian origins,Gujarati,0,0,0
Asian origins,South Asian origins,Kashmiri,0,0,0
Asian origins,South Asian origins,Nepali,10,0,0
Asian origins,South Asian origins,Pakistani,0,0,0
Asian origins,South Asian origins,Punjabi,25,0,20
Asian origins,South Asian origins,Sinhalese,0,0,0
Asian origins,South Asian origins,Sri Lankan,0,0,0
Asian origins,South Asian origins,Tamil,0,0,0
Asian origins,South Asian origins,South Asian origins; n.i.e.,0,0,0
Asian origins,East and Southeast Asian origins,,470,210,255
Asian origins,East and Southeast Asian origins,Burmese,0,0,0
Asian origins,East and Southeast Asian origins,Cambodian (Khmer),0,0,0
Asian origins,East and Southeast Asian origins,Chinese,295,145,150
Asian origins,East and Southeast Asian origins,Filipino,45,10,40
Asian origins,East and Southeast Asian origins,Hmong,0,0,0
Asian origins,East and Southeast Asian origins,Indonesian,0,0,0
Asian origins,East and Southeast Asian origins,Japanese,95,40,55
Asian origins,East and Southeast Asian origins,Karen,0,0,0
Asian origins,East and Southeast Asian origins,Korean,25,15,10
Asian origins,East and Southeast Asian origins,Laotian,0,0,0
Asian origins,East and Southeast Asian origins,Malaysian,0,0,0
Asian origins,East and Southeast Asian origins,Mongolian,10,0,10
Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
Asian origins,East and Southeast Asian origins,Taiwanese,0,0,0
Asian origins,East and Southeast Asian origins,Thai,0,0,0
Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
Asian origins,East and Southeast Asian origins,Vietnamese,10,10,0
Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
Asian origins,Other Asian origins,,0,0,0
Asian origins,Other Asian origins,Other Asian origins; n.i.e.,0,0,0
Oceania origins,Other Asian origins,,35,10,25
Oceania origins,Australian,,35,10,25
Oceania origins,New Zealander,,0,0,0
Oceania origins,Pacific Islands origins,,0,0,0
Oceania origins,Pacific Islands origins,Fijian,0,0,0
Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
Oceania origins,Pacific Islands origins,Maori,0,0,0
Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
Oceania origins,Pacific Islands origins,Samoan,0,0,0
Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
