primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,15580,7530,8045
North American Aboriginal origins,,,445,175,270
North American Aboriginal origins,First Nations (North American Indian),,355,135,225
North American Aboriginal origins,Inuit,,20,10,10
North American Aboriginal origins,Métis,,85,35,45
Other North American origins,,,4010,1990,2020
Other North American origins,Acadian,,60,30,25
Other North American origins,American,,340,180,165
Other North American origins,Canadian,,3750,1845,1900
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,10,10,0
Other North American origins,Nova Scotian,,0,0,0
Other North American origins,Ontarian,,0,0,0
Other North American origins,Québécois,,40,25,15
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,10850,5280,5570
European origins,British Isles origins,,7065,3420,3645
European origins,British Isles origins,Channel Islander,15,10,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,3730,1870,1860
European origins,British Isles origins,Irish,3555,1600,1950
European origins,British Isles origins,Manx,0,0,0
European origins,British Isles origins,Scottish,3140,1490,1645
European origins,British Isles origins,Welsh,375,195,180
European origins,British Isles origins,British Isles origins; n.i.e.,490,215,275
European origins,French origins,,3095,1420,1680
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,0,0,10
European origins,French origins,Corsican,20,15,10
European origins,French origins,French,3090,1420,1675
European origins,Western European origins (except French origins),,2095,995,1100
European origins,Western European origins (except French origins),Austrian,150,65,80
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,105,55,50
European origins,Western European origins (except French origins),Dutch,580,290,290
European origins,Western European origins (except French origins),Flemish,20,15,10
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,1250,560,690
European origins,Western European origins (except French origins),Luxembourger,0,0,0
European origins,Western European origins (except French origins),Swiss,100,70,35
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,460,255,200
European origins,Northern European origins (except British Isles origins),Danish,100,40,55
European origins,Northern European origins (except British Isles origins),Finnish,90,35,55
European origins,Northern European origins (except British Isles origins),Icelandic,60,25,30
European origins,Northern European origins (except British Isles origins),Norwegian,145,100,45
European origins,Northern European origins (except British Isles origins),Swedish,90,60,30
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,30,25,0
European origins,Eastern European origins,,1825,895,930
