primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,16935,8200,8740
North American Aboriginal origins,,,920,365,560
North American Aboriginal origins,First Nations (North American Indian),,615,255,355
North American Aboriginal origins,Inuit,,35,10,30
North American Aboriginal origins,Métis,,300,105,195
Other North American origins,,,4490,2165,2325
Other North American origins,Acadian,,95,40,50
Other North American origins,American,,300,145,155
Other North American origins,Canadian,,4230,2035,2200
Other North American origins,New Brunswicker,,0,10,0
Other North American origins,Newfoundlander,,20,20,10
Other North American origins,Nova Scotian,,10,0,10
Other North American origins,Ontarian,,10,0,10
Other North American origins,Québécois,,20,20,0
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,12300,6105,6190
European origins,British Isles origins,,8440,4175,4265
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,10,0,0
European origins,British Isles origins,English,4245,2140,2100
European origins,British Isles origins,Irish,4430,2095,2330
European origins,British Isles origins,Manx,0,0,0
European origins,British Isles origins,Scottish,3815,1875,1935
European origins,British Isles origins,Welsh,420,185,240
European origins,British Isles origins,British Isles origins; n.i.e.,800,365,435
European origins,French origins,,3645,1720,1925
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,10,10,0
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,3645,1720,1920
European origins,Western European origins (except French origins),,2600,1225,1370
European origins,Western European origins (except French origins),Austrian,160,85,80
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,145,45,100
European origins,Western European origins (except French origins),Dutch,585,280,305
European origins,Western European origins (except French origins),Flemish,20,15,0
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,1775,845,925
European origins,Western European origins (except French origins),Luxembourger,0,0,0
European origins,Western European origins (except French origins),Swiss,120,55,65
European origins,Western European origins (except French origins),Western European origins; n.i.e.,15,10,10
European origins,Northern European origins (except British Isles origins),,655,355,305
European origins,Northern European origins (except British Isles origins),Danish,145,85,60
European origins,Northern European origins (except British Isles origins),Finnish,90,65,30
European origins,Northern European origins (except British Isles origins),Icelandic,45,15,25
European origins,Northern European origins (except British Isles origins),Norwegian,225,90,130
European origins,Northern European origins (except British Isles origins),Swedish,170,90,75
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,60,40,25
European origins,Eastern European origins,,2095,1000,1100
European origins,Eastern European origins,Bulgarian,25,0,30
European origins,Eastern European origins,Byelorussian,0,0,0
European origins,Eastern European origins,Czech,105,55,50
European origins,Eastern European origins,Czechoslovakian; n.o.s.,0,0,0
European origins,Eastern European origins,Estonian,15,0,15
European origins,Eastern European origins,Hungarian,225,85,140
European origins,Eastern European origins,Latvian,35,10,25
European origins,Eastern European origins,Lithuanian,90,55,35
European origins,Eastern European origins,Moldovan,10,0,10
European origins,Eastern European origins,Polish,785,415,370
European origins,Eastern European origins,Romanian,205,100,105
European origins,Eastern European origins,Russian,385,160,230
European origins,Eastern European origins,Slovak,55,35,20
European origins,Eastern European origins,Ukrainian,675,300,375
European origins,Eastern European origins,Eastern European origins; n.i.e.,20,10,10
European origins,Southern European origins,,1730,880,855
European origins,Southern European origins,Albanian,45,10,35
European origins,Southern European origins,Bosnian,40,10,30
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,85,30,55
European origins,Southern European origins,Cypriot,0,10,0
European origins,Southern European origins,Greek,165,75,85
European origins,Southern European origins,Italian,930,525,405
European origins,Southern European origins,Kosovar,10,10,0
European origins,Southern European origins,Macedonian,25,0,20
European origins,Southern European origins,Maltese,40,15,25
European origins,Southern European origins,Montenegrin,15,10,10
European origins,Southern European origins,Portuguese,150,85,65
European origins,Southern European origins,Serbian,70,25,45
European origins,Southern European origins,Sicilian,0,0,0
European origins,Southern European origins,Slovenian,45,25,25
European origins,Southern European origins,Spanish,270,120,145
European origins,Southern European origins,Yugoslavian; n.o.s.,20,15,10
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
European origins,Other European origins,,225,135,90
European origins,Other European origins,Basque,25,10,15
European origins,Other European origins,Jewish,150,80,70
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,0,0,0
European origins,Other European origins,Other European origins; n.i.e.,60,45,10
Caribbean origins,Other European origins,,385,115,270
Caribbean origins,Antiguan,,10,10,0
Caribbean origins,Bahamian,,10,0,0
Caribbean origins,Barbadian,,20,10,10
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,0,0,0
Caribbean origins,Cuban,,45,20,25
Caribbean origins,Dominican,,10,0,10
Caribbean origins,Grenadian,,10,0,10
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,65,15,45
Caribbean origins,Jamaican,,105,10,100
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,0,0,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,10,0,10
Caribbean origins,Trinidadian/Tobagonian,,55,10,45
Caribbean origins,Vincentian/Grenadinian,,10,0,10
Caribbean origins,West Indian; n.o.s.,,30,15,10
Caribbean origins,Caribbean origins; n.i.e.,,55,20,35
Latin; Central and South American origins,,,330,115,215
Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,0,0,0
Latin; Central and South American origins,Arawak,,0,0,0
Latin; Central and South American origins,Argentinian,,15,10,10
Latin; Central and South American origins,Belizean,,10,0,10
Latin; Central and South American origins,Bolivian,,0,0,0
Latin; Central and South American origins,Brazilian,,20,10,15
Latin; Central and South American origins,Chilean,,25,15,10
Latin; Central and South American origins,Colombian,,55,10,45
Latin; Central and South American origins,Costa Rican,,10,0,0
Latin; Central and South American origins,Ecuadorian,,0,0,0
Latin; Central and South American origins,Guatemalan,,10,10,0
Latin; Central and South American origins,Guyanese,,25,0,20
Latin; Central and South American origins,Hispanic,,0,10,0
Latin; Central and South American origins,Honduran,,10,0,0
Latin; Central and South American origins,Maya,,0,0,0
Latin; Central and South American origins,Mexican,,55,20,35
Latin; Central and South American origins,Nicaraguan,,25,10,10
Latin; Central and South American origins,Panamanian,,0,0,0
Latin; Central and South American origins,Paraguayan,,0,0,0
Latin; Central and South American origins,Peruvian,,20,0,15
Latin; Central and South American origins,Salvadorean,,20,15,15
Latin; Central and South American origins,Uruguayan,,10,0,10
Latin; Central and South American origins,Venezuelan,,20,10,15
Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,25,10,15
African origins,,,915,445,470
African origins,Central and West African origins,,170,80,95
African origins,Central and West African origins,Akan,10,0,0
African origins,Central and West African origins,Angolan,0,0,10
African origins,Central and West African origins,Ashanti,10,0,0
African origins,Central and West African origins,Beninese,0,0,0
African origins,Central and West African origins,Burkinabe,0,0,0
African origins,Central and West African origins,Cameroonian,15,0,10
African origins,Central and West African origins,Chadian,0,0,0
African origins,Central and West African origins,Congolese,65,30,30
African origins,Central and West African origins,Edo,0,0,0
African origins,Central and West African origins,Ewe,0,0,0
African origins,Central and West African origins,Gabonese,15,0,0
African origins,Central and West African origins,Gambian,0,0,0
African origins,Central and West African origins,Ghanaian,20,15,10
African origins,Central and West African origins,Guinean,0,0,0
African origins,Central and West African origins,Ibo,10,0,0
African origins,Central and West African origins,Ivorian,0,0,0
African origins,Central and West African origins,Liberian,0,0,0
African origins,Central and West African origins,Malian,0,0,0
African origins,Central and West African origins,Malinké,0,0,0
African origins,Central and West African origins,Nigerian,30,10,20
African origins,Central and West African origins,Peulh,0,0,0
African origins,Central and West African origins,Senegalese,10,0,0
African origins,Central and West African origins,Sierra Leonean,0,0,0
African origins,Central and West African origins,Togolese,0,0,0
African origins,Central and West African origins,Wolof,0,0,0
African origins,Central and West African origins,Yoruba,0,0,0
African origins,Central and West African origins,Central and West African origins; n.i.e.,25,10,10
African origins,North African origins,,235,145,85
African origins,North African origins,Algerian,40,20,15
African origins,North African origins,Berber,45,20,20
African origins,North African origins,Coptic,0,0,0
African origins,North African origins,Dinka,0,0,0
African origins,North African origins,Egyptian,75,50,25
African origins,North African origins,Libyan,25,20,10
African origins,North African origins,Maure,0,0,0
African origins,North African origins,Moroccan,15,10,10
African origins,North African origins,Sudanese,20,15,0
African origins,North African origins,Tunisian,0,0,0
African origins,North African origins,North African origins; n.i.e.,15,10,10
African origins,Southern and East African origins,,410,190,220
African origins,Southern and East African origins,Afrikaner,0,0,0
African origins,Southern and East African origins,Amhara,0,10,0
African origins,Southern and East African origins,Bantu; n.o.s.,10,0,0
African origins,Southern and East African origins,Burundian,80,25,50
African origins,Southern and East African origins,Djiboutian,0,0,0
African origins,Southern and East African origins,Eritrean,15,10,10
African origins,Southern and East African origins,Ethiopian,45,20,20
African origins,Southern and East African origins,Harari,0,0,0
African origins,Southern and East African origins,Kenyan,10,0,10
African origins,Southern and East African origins,Malagasy,10,0,10
African origins,Southern and East African origins,Mauritian,15,10,10
African origins,Southern and East African origins,Oromo,0,0,0
African origins,Southern and East African origins,Rwandan,25,10,20
African origins,Southern and East African origins,Seychellois,0,0,0
African origins,Southern and East African origins,Somali,140,75,65
African origins,Southern and East African origins,South African,40,15,20
African origins,Southern and East African origins,Tanzanian,0,10,0
African origins,Southern and East African origins,Tigrian,0,0,0
African origins,Southern and East African origins,Ugandan,0,0,0
African origins,Southern and East African origins,Zambian,0,0,10
African origins,Southern and East African origins,Zimbabwean,0,10,0
African origins,Southern and East African origins,Zulu,0,0,0
African origins,Southern and East African origins,Southern and East African origins; n.i.e.,50,30,20
African origins,Other African origins,,110,40,75
African origins,Other African origins,Black; n.o.s.,15,10,0
African origins,Other African origins,Other African origins; n.i.e.,100,30,70
