primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,54125,26350,27775
North American Aboriginal origins,,,2105,930,1175
North American Aboriginal origins,First Nations (North American Indian),,1500,680,825
North American Aboriginal origins,Inuit,,105,45,60
North American Aboriginal origins,Métis,,540,230,310
Other North American origins,,,12535,6140,6390
Other North American origins,Acadian,,195,110,85
Other North American origins,American,,510,215,295
Other North American origins,Canadian,,12015,5905,6110
Other North American origins,New Brunswicker,,10,10,0
Other North American origins,Newfoundlander,,20,0,10
Other North American origins,Nova Scotian,,15,10,0
Other North American origins,Ontarian,,35,15,20
Other North American origins,Québécois,,30,15,15
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,29600,14360,15240
European origins,British Isles origins,,18715,9125,9590
European origins,British Isles origins,Channel Islander,10,0,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,9320,4695,4625
European origins,British Isles origins,Irish,9380,4455,4930
European origins,British Isles origins,Manx,40,30,10
European origins,British Isles origins,Scottish,8495,3965,4530
European origins,British Isles origins,Welsh,865,420,445
European origins,British Isles origins,British Isles origins; n.i.e.,1470,630,835
European origins,French origins,,8210,3940,4270
European origins,French origins,Alsatian,10,0,0
European origins,French origins,Breton,0,0,0
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,8205,3935,4270
European origins,Western European origins (except French origins),,5540,2705,2835
European origins,Western European origins (except French origins),Austrian,275,105,165
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,170,100,65
European origins,Western European origins (except French origins),Dutch,1665,785,875
European origins,Western European origins (except French origins),Flemish,45,25,25
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,3730,1810,1920
European origins,Western European origins (except French origins),Luxembourger,0,0,0
European origins,Western European origins (except French origins),Swiss,165,80,80
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,1380,715,670
European origins,Northern European origins (except British Isles origins),Danish,300,165,140
European origins,Northern European origins (except British Isles origins),Finnish,205,95,110
European origins,Northern European origins (except British Isles origins),Icelandic,70,40,25
European origins,Northern European origins (except British Isles origins),Norwegian,325,175,155
European origins,Northern European origins (except British Isles origins),Swedish,510,255,255
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,60,40,20
European origins,Eastern European origins,,4385,2060,2325
European origins,Eastern European origins,Bulgarian,170,85,85
European origins,Eastern European origins,Byelorussian,40,20,20
European origins,Eastern European origins,Czech,165,90,75
European origins,Eastern European origins,Czechoslovakian; n.o.s.,45,20,30
European origins,Eastern European origins,Estonian,50,20,25
European origins,Eastern European origins,Hungarian,500,250,250
European origins,Eastern European origins,Latvian,45,15,30
European origins,Eastern European origins,Lithuanian,135,70,55
European origins,Eastern European origins,Moldovan,10,0,10
European origins,Eastern European origins,Polish,1535,705,835
European origins,Eastern European origins,Romanian,350,150,200
European origins,Eastern European origins,Russian,870,400,475
European origins,Eastern European origins,Slovak,100,40,60
European origins,Eastern European origins,Ukrainian,1055,490,565
European origins,Eastern European origins,Eastern European origins; n.i.e.,30,15,20
European origins,Southern European origins,,5140,2555,2585
European origins,Southern European origins,Albanian,115,55,60
European origins,Southern European origins,Bosnian,160,55,100
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,230,135,95
European origins,Southern European origins,Cypriot,0,0,0
European origins,Southern European origins,Greek,465,255,215
European origins,Southern European origins,Italian,2620,1275,1345
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,35,10,20
European origins,Southern European origins,Maltese,30,15,15
European origins,Southern European origins,Montenegrin,15,10,10
European origins,Southern European origins,Portuguese,530,325,210
European origins,Southern European origins,Serbian,350,160,190
European origins,Southern European origins,Sicilian,10,0,0
European origins,Southern European origins,Slovenian,40,25,15
European origins,Southern European origins,Spanish,865,405,470
European origins,Southern European origins,Yugoslavian; n.o.s.,65,30,35
European origins,Southern European origins,Southern European origins; n.i.e.,15,0,10
European origins,Other European origins,,365,215,150
European origins,Other European origins,Basque,10,10,0
European origins,Other European origins,Jewish,240,150,85
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,25,10,10
European origins,Other European origins,Other European origins; n.i.e.,105,45,60
Caribbean origins,Other European origins,,1880,830,1045
Caribbean origins,Antiguan,,35,20,10
Caribbean origins,Bahamian,,30,25,0
Caribbean origins,Barbadian,,70,35,35
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,25,15,10
Caribbean origins,Cuban,,120,45,75
Caribbean origins,Dominican,,70,20,50
Caribbean origins,Grenadian,,30,15,10
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,650,315,335
Caribbean origins,Jamaican,,655,275,380
Caribbean origins,Kittitian/Nevisian,,10,0,0
Caribbean origins,Martinican,,0,0,10
Caribbean origins,Montserratan,,15,0,10
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,65,25,40
Caribbean origins,Trinidadian/Tobagonian,,110,55,60
Caribbean origins,Vincentian/Grenadinian,,15,10,10
Caribbean origins,West Indian; n.o.s.,,105,45,60
Caribbean origins,Caribbean origins; n.i.e.,,35,15,20
Latin; Central and South American origins,,,1480,735,740
