primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,31465,15335,16130
North American Aboriginal origins,,,1260,600,655
North American Aboriginal origins,First Nations (North American Indian),,895,440,460
North American Aboriginal origins,Inuit,,30,10,25
North American Aboriginal origins,Métis,,350,160,190
Other North American origins,,,10700,5315,5380
Other North American origins,Acadian,,240,140,100
Other North American origins,American,,445,225,225
Other North American origins,Canadian,,10195,5040,5155
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,45,35,10
Other North American origins,Nova Scotian,,15,10,10
Other North American origins,Ontarian,,15,10,0
Other North American origins,Québécois,,15,15,0
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,24305,11805,12495
European origins,British Isles origins,,18610,9060,9555
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,9225,4470,4750
European origins,British Isles origins,Irish,10200,4835,5370
European origins,British Isles origins,Manx,0,0,0
European origins,British Isles origins,Scottish,8055,3965,4090
European origins,British Isles origins,Welsh,730,375,360
European origins,British Isles origins,British Isles origins; n.i.e.,1495,690,800
European origins,French origins,,6315,3040,3275
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,0,0,0
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,6315,3040,3275
European origins,Western European origins (except French origins),,5215,2535,2675
European origins,Western European origins (except French origins),Austrian,185,85,95
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,150,65,90
European origins,Western European origins (except French origins),Dutch,1190,545,645
European origins,Western European origins (except French origins),Flemish,0,0,0
European origins,Western European origins (except French origins),Frisian,10,0,0
European origins,Western European origins (except French origins),German,3865,1920,1945
European origins,Western European origins (except French origins),Luxembourger,0,0,0
European origins,Western European origins (except French origins),Swiss,195,110,85
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,1135,595,540
European origins,Northern European origins (except British Isles origins),Danish,165,100,70
European origins,Northern European origins (except British Isles origins),Finnish,215,130,85
European origins,Northern European origins (except British Isles origins),Icelandic,40,25,20
European origins,Northern European origins (except British Isles origins),Norwegian,365,185,185
European origins,Northern European origins (except British Isles origins),Swedish,415,190,225
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,75,40,35
European origins,Eastern European origins,,3425,1625,1795
European origins,Eastern European origins,Bulgarian,35,20,15
European origins,Eastern European origins,Byelorussian,10,0,10
European origins,Eastern European origins,Czech,120,50,70
European origins,Eastern European origins,Czechoslovakian; n.o.s.,20,0,10
European origins,Eastern European origins,Estonian,45,20,25
European origins,Eastern European origins,Hungarian,345,150,195
European origins,Eastern European origins,Latvian,25,10,20
European origins,Eastern European origins,Lithuanian,45,20,30
European origins,Eastern European origins,Moldovan,0,0,10
European origins,Eastern European origins,Polish,1350,605,745
European origins,Eastern European origins,Romanian,140,80,60
European origins,Eastern European origins,Russian,530,245,280
European origins,Eastern European origins,Slovak,135,80,60
European origins,Eastern European origins,Ukrainian,1050,525,530
European origins,Eastern European origins,Eastern European origins; n.i.e.,75,40,30
European origins,Southern European origins,,2820,1340,1490
European origins,Southern European origins,Albanian,15,15,0
European origins,Southern European origins,Bosnian,75,35,40
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,125,65,55
European origins,Southern European origins,Cypriot,10,0,0
European origins,Southern European origins,Greek,150,60,95
European origins,Southern European origins,Italian,1825,870,945
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,20,0,20
European origins,Southern European origins,Maltese,40,0,35
European origins,Southern European origins,Montenegrin,0,0,0
European origins,Southern European origins,Portuguese,190,95,95
European origins,Southern European origins,Serbian,105,60,45
European origins,Southern European origins,Sicilian,10,0,10
European origins,Southern European origins,Slovenian,35,20,15
European origins,Southern European origins,Spanish,325,135,195
European origins,Southern European origins,Yugoslavian; n.o.s.,45,10,35
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
European origins,Other European origins,,205,100,100
European origins,Other European origins,Basque,0,0,0
European origins,Other European origins,Jewish,145,75,65
European origins,Other European origins,Roma (Gypsy),10,10,0
European origins,Other European origins,Slavic; n.o.s.,0,0,0
European origins,Other European origins,Other European origins; n.i.e.,50,25,30
Caribbean origins,Other European origins,,310,170,140
Caribbean origins,Antiguan,,0,0,0
Caribbean origins,Bahamian,,0,0,0
Caribbean origins,Barbadian,,30,15,10
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,10,0,0
Caribbean origins,Cuban,,10,10,0
Caribbean origins,Dominican,,0,0,0
Caribbean origins,Grenadian,,15,10,10
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,80,35,40
Caribbean origins,Jamaican,,70,35,30
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,0,0,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,10,10,10
Caribbean origins,Trinidadian/Tobagonian,,25,15,10
Caribbean origins,Vincentian/Grenadinian,,10,10,0
Caribbean origins,West Indian; n.o.s.,,40,15,25
Caribbean origins,Caribbean origins; n.i.e.,,25,10,15
Latin; Central and South American origins,,,405,200,205
Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,20,10,10
Latin; Central and South American origins,Arawak,,0,0,0
Latin; Central and South American origins,Argentinian,,0,0,0
Latin; Central and South American origins,Belizean,,0,0,0
Latin; Central and South American origins,Bolivian,,0,0,0
Latin; Central and South American origins,Brazilian,,25,10,10
Latin; Central and South American origins,Chilean,,55,30,25
Latin; Central and South American origins,Colombian,,60,35,25
Latin; Central and South American origins,Costa Rican,,0,0,0
Latin; Central and South American origins,Ecuadorian,,0,0,0
Latin; Central and South American origins,Guatemalan,,0,0,0
Latin; Central and South American origins,Guyanese,,55,20,30
Latin; Central and South American origins,Hispanic,,0,0,0
Latin; Central and South American origins,Honduran,,0,0,10
Latin; Central and South American origins,Maya,,15,0,10
Latin; Central and South American origins,Mexican,,135,65,70
Latin; Central and South American origins,Nicaraguan,,0,0,0
Latin; Central and South American origins,Panamanian,,15,10,10
