primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,27050,13540,13510
North American Aboriginal origins,,,1070,550,520
North American Aboriginal origins,First Nations (North American Indian),,780,380,400
North American Aboriginal origins,Inuit,,10,0,0
North American Aboriginal origins,Métis,,310,175,135
Other North American origins,,,6915,3555,3360
Other North American origins,Acadian,,60,35,25
Other North American origins,American,,265,130,135
Other North American origins,Canadian,,6675,3440,3240
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,10,0,0
Other North American origins,Nova Scotian,,0,0,0
Other North American origins,Ontarian,,10,0,0
Other North American origins,Québécois,,20,10,10
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,16960,8410,8550
European origins,British Isles origins,,11040,5530,5515
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,0,10,0
European origins,British Isles origins,English,5265,2700,2560
European origins,British Isles origins,Irish,5755,2750,3005
European origins,British Isles origins,Manx,0,10,0
European origins,British Isles origins,Scottish,4940,2495,2445
European origins,British Isles origins,Welsh,445,225,225
European origins,British Isles origins,British Isles origins; n.i.e.,995,515,475
European origins,French origins,,4205,2060,2150
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,20,0,15
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,4205,2055,2150
European origins,Western European origins (except French origins),,3055,1480,1575
European origins,Western European origins (except French origins),Austrian,95,70,35
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,115,45,75
European origins,Western European origins (except French origins),Dutch,740,360,385
European origins,Western European origins (except French origins),Flemish,0,0,0
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,2260,1100,1165
European origins,Western European origins (except French origins),Luxembourger,0,0,0
European origins,Western European origins (except French origins),Swiss,70,40,35
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,740,355,380
European origins,Northern European origins (except British Isles origins),Danish,110,60,50
European origins,Northern European origins (except British Isles origins),Finnish,140,70,70
European origins,Northern European origins (except British Isles origins),Icelandic,40,15,20
European origins,Northern European origins (except British Isles origins),Norwegian,270,145,120
European origins,Northern European origins (except British Isles origins),Swedish,200,85,115
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,40,20,25
European origins,Eastern European origins,,2605,1250,1350
European origins,Eastern European origins,Bulgarian,80,40,35
European origins,Eastern European origins,Byelorussian,35,15,25
European origins,Eastern European origins,Czech,100,50,50
European origins,Eastern European origins,Czechoslovakian; n.o.s.,0,0,10
European origins,Eastern European origins,Estonian,35,15,15
European origins,Eastern European origins,Hungarian,240,125,115
European origins,Eastern European origins,Latvian,25,10,15
European origins,Eastern European origins,Lithuanian,85,50,30
European origins,Eastern European origins,Moldovan,20,10,10
European origins,Eastern European origins,Polish,945,425,520
European origins,Eastern European origins,Romanian,160,90,70
European origins,Eastern European origins,Russian,425,165,255
European origins,Eastern European origins,Slovak,60,25,40
European origins,Eastern European origins,Ukrainian,905,440,465
European origins,Eastern European origins,Eastern European origins; n.i.e.,25,10,15
European origins,Southern European origins,,3435,1680,1755
European origins,Southern European origins,Albanian,40,25,20
European origins,Southern European origins,Bosnian,10,10,0
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,160,75,85
European origins,Southern European origins,Cypriot,0,0,0
European origins,Southern European origins,Greek,370,180,190
European origins,Southern European origins,Italian,2305,1155,1150
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,10,0,0
European origins,Southern European origins,Maltese,20,15,10
European origins,Southern European origins,Montenegrin,0,0,0
European origins,Southern European origins,Portuguese,170,80,95
European origins,Southern European origins,Serbian,95,50,45
European origins,Southern European origins,Sicilian,10,10,0
European origins,Southern European origins,Slovenian,50,20,25
European origins,Southern European origins,Spanish,315,130,190
European origins,Southern European origins,Yugoslavian; n.o.s.,25,10,15
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,10
European origins,Other European origins,,230,125,105
European origins,Other European origins,Basque,15,10,0
European origins,Other European origins,Jewish,180,105,70
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,10,10,0
European origins,Other European origins,Other European origins; n.i.e.,30,10,20
Caribbean origins,Other European origins,,515,245,275
Caribbean origins,Antiguan,,15,15,0
Caribbean origins,Bahamian,,10,0,0
Caribbean origins,Barbadian,,15,15,0
Caribbean origins,Bermudan,,0,10,0
Caribbean origins,Carib,,0,0,0
Caribbean origins,Cuban,,10,0,10
Caribbean origins,Dominican,,30,15,20
Caribbean origins,Grenadian,,0,0,0
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,160,60,100
Caribbean origins,Jamaican,,215,105,110
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,0,0,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,30,15,10
Caribbean origins,Trinidadian/Tobagonian,,40,20,20
