primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,31730,14840,16890
North American Aboriginal origins,,,1445,625,820
North American Aboriginal origins,First Nations (North American Indian),,1015,445,565
North American Aboriginal origins,Inuit,,60,25,35
North American Aboriginal origins,Métis,,400,165,235
Other North American origins,,,7585,3620,3965
Other North American origins,Acadian,,85,25,55
Other North American origins,American,,270,155,115
Other North American origins,Canadian,,7295,3460,3840
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,35,25,15
Other North American origins,Nova Scotian,,0,0,0
Other North American origins,Ontarian,,10,0,10
Other North American origins,Québécois,,35,20,15
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,17755,8280,9475
European origins,British Isles origins,,11770,5535,6235
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,6125,2910,3215
European origins,British Isles origins,Irish,5900,2600,3305
European origins,British Isles origins,Manx,10,0,10
European origins,British Isles origins,Scottish,4655,2215,2440
European origins,British Isles origins,Welsh,410,200,210
European origins,British Isles origins,British Isles origins; n.i.e.,1055,475,575
European origins,French origins,,4945,2305,2645
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,10,10,0
European origins,French origins,Corsican,10,10,0
European origins,French origins,French,4935,2295,2635
European origins,Western European origins (except French origins),,3365,1610,1755
European origins,Western European origins (except French origins),Austrian,125,80,50
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,120,45,80
European origins,Western European origins (except French origins),Dutch,820,430,390
European origins,Western European origins (except French origins),Flemish,25,10,15
European origins,Western European origins (except French origins),Frisian,0,0,10
European origins,Western European origins (except French origins),German,2315,1090,1225
European origins,Western European origins (except French origins),Luxembourger,0,0,0
European origins,Western European origins (except French origins),Swiss,130,60,70
European origins,Western European origins (except French origins),Western European origins; n.i.e.,15,10,10
European origins,Northern European origins (except British Isles origins),,775,390,380
European origins,Northern European origins (except British Isles origins),Danish,150,90,55
European origins,Northern European origins (except British Isles origins),Finnish,150,70,75
European origins,Northern European origins (except British Isles origins),Icelandic,40,20,20
European origins,Northern European origins (except British Isles origins),Norwegian,245,95,145
European origins,Northern European origins (except British Isles origins),Swedish,225,110,110
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,85,55,30
European origins,Eastern European origins,,2875,1305,1565
European origins,Eastern European origins,Bulgarian,105,50,55
European origins,Eastern European origins,Byelorussian,35,15,15
European origins,Eastern European origins,Czech,105,60,40
European origins,Eastern European origins,Czechoslovakian; n.o.s.,50,25,25
European origins,Eastern European origins,Estonian,20,15,10
European origins,Eastern European origins,Hungarian,335,165,170
European origins,Eastern European origins,Latvian,45,15,25
European origins,Eastern European origins,Lithuanian,105,55,55
European origins,Eastern European origins,Moldovan,10,0,0
European origins,Eastern European origins,Polish,1060,455,605
European origins,Eastern European origins,Romanian,175,95,80
European origins,Eastern European origins,Russian,635,280,355
European origins,Eastern European origins,Slovak,45,25,15
European origins,Eastern European origins,Ukrainian,770,340,420
