primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,9905,4875,5030
North American Aboriginal origins,,,455,205,245
North American Aboriginal origins,First Nations (North American Indian),,290,140,150
North American Aboriginal origins,Inuit,,0,10,0
North American Aboriginal origins,Métis,,195,90,110
Other North American origins,,,3550,1815,1725
Other North American origins,Acadian,,50,30,15
Other North American origins,American,,65,35,30
Other North American origins,Canadian,,3450,1760,1690
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,15,10,10
Other North American origins,Nova Scotian,,10,0,10
Other North American origins,Ontarian,,0,0,0
Other North American origins,Québécois,,25,10,20
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,5235,2575,2660
European origins,British Isles origins,,2855,1420,1430
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,1320,655,660
European origins,British Isles origins,Irish,1250,585,660
European origins,British Isles origins,Manx,0,0,0
European origins,British Isles origins,Scottish,1180,605,580
European origins,British Isles origins,Welsh,135,70,70
European origins,British Isles origins,British Isles origins; n.i.e.,180,90,90
European origins,French origins,,2650,1300,1355
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,0,10,0
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,2645,1295,1355
European origins,Western European origins (except French origins),,835,415,420
European origins,Western European origins (except French origins),Austrian,95,50,45
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,60,25,35
European origins,Western European origins (except French origins),Dutch,170,95,80
European origins,Western European origins (except French origins),Flemish,0,0,0
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,545,275,270
European origins,Western European origins (except French origins),Luxembourger,0,0,0
European origins,Western European origins (except French origins),Swiss,35,15,20
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,140,80,60
European origins,Northern European origins (except British Isles origins),Danish,40,25,15
European origins,Northern European origins (except British Isles origins),Finnish,30,20,10
European origins,Northern European origins (except British Isles origins),Icelandic,20,0,15
European origins,Northern European origins (except British Isles origins),Norwegian,40,25,15
European origins,Northern European origins (except British Isles origins),Swedish,10,10,0
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,10,0,10
European origins,Eastern European origins,,650,325,320
European origins,Eastern European origins,Bulgarian,0,0,0
European origins,Eastern European origins,Byelorussian,0,0,10
European origins,Eastern European origins,Czech,55,25,30
European origins,Eastern European origins,Czechoslovakian; n.o.s.,0,0,0
European origins,Eastern European origins,Estonian,0,0,0
European origins,Eastern European origins,Hungarian,50,40,10
European origins,Eastern European origins,Latvian,0,0,0
European origins,Eastern European origins,Lithuanian,0,0,0
European origins,Eastern European origins,Moldovan,15,10,10
European origins,Eastern European origins,Polish,325,150,170
European origins,Eastern European origins,Romanian,25,15,10
European origins,Eastern European origins,Russian,70,25,40
European origins,Eastern European origins,Slovak,30,20,10
European origins,Eastern European origins,Ukrainian,185,80,100
European origins,Eastern European origins,Eastern European origins; n.i.e.,10,0,10
European origins,Southern European origins,,735,370,370
European origins,Southern European origins,Albanian,0,0,0
European origins,Southern European origins,Bosnian,0,0,0
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,10,0,10
European origins,Southern European origins,Cypriot,0,0,0
European origins,Southern European origins,Greek,60,25,35
European origins,Southern European origins,Italian,345,180,160
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,0,0,0
European origins,Southern European origins,Maltese,0,0,0
European origins,Southern European origins,Montenegrin,0,0,0
European origins,Southern European origins,Portuguese,200,95,105
European origins,Southern European origins,Serbian,35,20,15
European origins,Southern European origins,Sicilian,0,0,0
European origins,Southern European origins,Slovenian,0,0,0
European origins,Southern European origins,Spanish,145,60,85
European origins,Southern European origins,Yugoslavian; n.o.s.,0,0,0
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
European origins,Other European origins,,40,25,15
European origins,Other European origins,Basque,0,0,0
European origins,Other European origins,Jewish,15,10,10
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,10,0,0
European origins,Other European origins,Other European origins; n.i.e.,20,10,10
Caribbean origins,Other European origins,,375,190,185
Caribbean origins,Antiguan,,0,0,0
Caribbean origins,Bahamian,,0,0,0
Caribbean origins,Barbadian,,0,0,0
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,0,0,0
Caribbean origins,Cuban,,10,0,0
Caribbean origins,Dominican,,0,0,0
Caribbean origins,Grenadian,,0,0,0
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,200,105,90
Caribbean origins,Jamaican,,105,60,45
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,10,10,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,10,0,0
Caribbean origins,Trinidadian/Tobagonian,,45,10,40
Caribbean origins,Vincentian/Grenadinian,,0,0,0
Caribbean origins,West Indian; n.o.s.,,20,10,20
Caribbean origins,Caribbean origins; n.i.e.,,0,0,0
Latin; Central and South American origins,,,180,85,95
Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,10,0,10
Latin; Central and South American origins,Arawak,,0,0,0
Latin; Central and South American origins,Argentinian,,0,0,0
Latin; Central and South American origins,Belizean,,0,0,0
Latin; Central and South American origins,Bolivian,,0,0,0
Latin; Central and South American origins,Brazilian,,0,0,0
Latin; Central and South American origins,Chilean,,0,0,0
Latin; Central and South American origins,Colombian,,45,25,20
Latin; Central and South American origins,Costa Rican,,0,0,0
Latin; Central and South American origins,Ecuadorian,,0,0,0
Latin; Central and South American origins,Guatemalan,,0,0,0
Latin; Central and South American origins,Guyanese,,15,10,0
Latin; Central and South American origins,Hispanic,,15,10,10
Latin; Central and South American origins,Honduran,,0,0,0
Latin; Central and South American origins,Maya,,0,0,0
Latin; Central and South American origins,Mexican,,10,0,10
Latin; Central and South American origins,Nicaraguan,,45,15,30
Latin; Central and South American origins,Panamanian,,0,0,0
Latin; Central and South American origins,Paraguayan,,0,0,0
Latin; Central and South American origins,Peruvian,,15,10,0
