primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,26860,13075,13790
North American Aboriginal origins,,,955,515,440
North American Aboriginal origins,First Nations (North American Indian),,680,370,310
North American Aboriginal origins,Inuit,,15,10,0
North American Aboriginal origins,Métis,,295,155,140
Other North American origins,,,8045,3950,4095
Other North American origins,Acadian,,80,25,50
Other North American origins,American,,325,140,190
Other North American origins,Canadian,,7805,3830,3975
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,0,0,0
Other North American origins,Nova Scotian,,0,0,0
Other North American origins,Ontarian,,0,10,0
Other North American origins,Québécois,,20,15,10
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,17690,8625,9060
European origins,British Isles origins,,11980,5795,6185
European origins,British Isles origins,Channel Islander,10,0,10
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,5570,2640,2925
European origins,British Isles origins,Irish,6290,3000,3285
European origins,British Isles origins,Manx,0,0,0
European origins,British Isles origins,Scottish,5310,2600,2715
European origins,British Isles origins,Welsh,475,195,280
European origins,British Isles origins,British Isles origins; n.i.e.,1100,485,615
European origins,French origins,,4855,2255,2600
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,0,0,0
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,4855,2255,2600
European origins,Western European origins (except French origins),,3440,1700,1740
European origins,Western European origins (except French origins),Austrian,130,55,85
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,125,80,45
European origins,Western European origins (except French origins),Dutch,940,470,465
European origins,Western European origins (except French origins),Flemish,0,0,0
European origins,Western European origins (except French origins),Frisian,10,10,0
European origins,Western European origins (except French origins),German,2315,1120,1190
European origins,Western European origins (except French origins),Luxembourger,10,0,0
European origins,Western European origins (except French origins),Swiss,150,90,60
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,10,0
European origins,Northern European origins (except British Isles origins),,870,400,470
European origins,Northern European origins (except British Isles origins),Danish,165,85,85
European origins,Northern European origins (except British Isles origins),Finnish,185,95,95
European origins,Northern European origins (except British Isles origins),Icelandic,85,30,55
European origins,Northern European origins (except British Isles origins),Norwegian,190,80,115
European origins,Northern European origins (except British Isles origins),Swedish,260,120,145
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,40,25,15
European origins,Eastern European origins,,3080,1565,1515
European origins,Eastern European origins,Bulgarian,30,15,15
European origins,Eastern European origins,Byelorussian,50,15,30
European origins,Eastern European origins,Czech,100,45,65
European origins,Eastern European origins,Czechoslovakian; n.o.s.,25,10,10
European origins,Eastern European origins,Estonian,40,15,30
European origins,Eastern European origins,Hungarian,215,120,100
European origins,Eastern European origins,Latvian,40,15,20
European origins,Eastern European origins,Lithuanian,45,35,15
European origins,Eastern European origins,Moldovan,55,20,35
European origins,Eastern European origins,Polish,1175,605,565
European origins,Eastern European origins,Romanian,260,105,155
European origins,Eastern European origins,Russian,615,310,310
European origins,Eastern European origins,Slovak,80,50,30
European origins,Eastern European origins,Ukrainian,965,510,455
European origins,Eastern European origins,Eastern European origins; n.i.e.,0,0,0
European origins,Southern European origins,,2540,1220,1315
European origins,Southern European origins,Albanian,20,15,0
European origins,Southern European origins,Bosnian,100,65,35
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,160,90,70
European origins,Southern European origins,Cypriot,0,0,10
European origins,Southern European origins,Greek,175,90,80
European origins,Southern European origins,Italian,1305,600,705
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,10,0,0
European origins,Southern European origins,Maltese,25,15,10
European origins,Southern European origins,Montenegrin,10,10,0
European origins,Southern European origins,Portuguese,235,95,135
European origins,Southern European origins,Serbian,95,50,45
European origins,Southern European origins,Sicilian,0,0,0
European origins,Southern European origins,Slovenian,70,20,50
European origins,Southern European origins,Spanish,630,295,335
European origins,Southern European origins,Yugoslavian; n.o.s.,40,25,15
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
European origins,Other European origins,,235,110,120
European origins,Other European origins,Basque,10,0,10
European origins,Other European origins,Jewish,160,90,70
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,0,0,0
European origins,Other European origins,Other European origins; n.i.e.,65,20,45
Caribbean origins,Other European origins,,605,305,300
Caribbean origins,Antiguan,,15,10,10
Caribbean origins,Bahamian,,0,0,0
Caribbean origins,Barbadian,,25,20,10
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,15,10,10
Caribbean origins,Cuban,,30,10,20
Caribbean origins,Dominican,,10,0,10
Caribbean origins,Grenadian,,10,0,10
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,165,85,80
Caribbean origins,Jamaican,,275,140,140
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,0,0,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,10,0,0
Caribbean origins,Trinidadian/Tobagonian,,45,25,20
Caribbean origins,Vincentian/Grenadinian,,0,0,0
Caribbean origins,West Indian; n.o.s.,,25,15,10
Caribbean origins,Caribbean origins; n.i.e.,,25,15,10
Latin; Central and South American origins,,,770,365,405
Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,20,0,15
Latin; Central and South American origins,Arawak,,0,0,0
Latin; Central and South American origins,Argentinian,,45,10,30
Latin; Central and South American origins,Belizean,,20,10,15
Latin; Central and South American origins,Bolivian,,0,0,0
Latin; Central and South American origins,Brazilian,,70,25,45
Latin; Central and South American origins,Chilean,,25,10,15
Latin; Central and South American origins,Colombian,,65,30,35
Latin; Central and South American origins,Costa Rican,,10,0,0
Latin; Central and South American origins,Ecuadorian,,10,10,0
Latin; Central and South American origins,Guatemalan,,20,15,0
Latin; Central and South American origins,Guyanese,,40,20,20
