primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,26255,12480,13775
North American Aboriginal origins,,,1475,650,825
North American Aboriginal origins,First Nations (North American Indian),,1030,455,570
North American Aboriginal origins,Inuit,,135,55,80
North American Aboriginal origins,Métis,,345,135,215
Other North American origins,,,7960,3705,4255
Other North American origins,Acadian,,90,55,35
Other North American origins,American,,310,145,165
Other North American origins,Canadian,,7705,3585,4125
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,25,25,0
Other North American origins,Nova Scotian,,15,10,15
Other North American origins,Ontarian,,0,0,0
Other North American origins,Québécois,,25,10,20
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,14165,6655,7510
European origins,British Isles origins,,8610,4070,4545
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,4335,2085,2245
European origins,British Isles origins,Irish,4215,1910,2300
European origins,British Isles origins,Manx,0,0,0
European origins,British Isles origins,Scottish,3335,1485,1855
European origins,British Isles origins,Welsh,315,125,185
European origins,British Isles origins,British Isles origins; n.i.e.,800,420,380
European origins,French origins,,5705,2615,3090
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,10,0,0
European origins,French origins,Corsican,10,10,0
European origins,French origins,French,5705,2610,3090
European origins,Western European origins (except French origins),,2450,1165,1285
European origins,Western European origins (except French origins),Austrian,85,45,40
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,165,75,85
European origins,Western European origins (except French origins),Dutch,580,265,310
European origins,Western European origins (except French origins),Flemish,10,0,0
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,1730,830,900
European origins,Western European origins (except French origins),Luxembourger,0,0,0
European origins,Western European origins (except French origins),Swiss,110,55,50
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,10
European origins,Northern European origins (except British Isles origins),,510,265,240
European origins,Northern European origins (except British Isles origins),Danish,130,90,45
European origins,Northern European origins (except British Isles origins),Finnish,55,20,35
European origins,Northern European origins (except British Isles origins),Icelandic,30,0,20
European origins,Northern European origins (except British Isles origins),Norwegian,130,50,80
European origins,Northern European origins (except British Isles origins),Swedish,150,90,65
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,25,10,10
European origins,Eastern European origins,,1635,785,850
European origins,Eastern European origins,Bulgarian,25,0,20
European origins,Eastern European origins,Byelorussian,10,0,0
European origins,Eastern European origins,Czech,65,40,25
European origins,Eastern European origins,Czechoslovakian; n.o.s.,10,0,0
European origins,Eastern European origins,Estonian,10,0,10
European origins,Eastern European origins,Hungarian,155,65,90
European origins,Eastern European origins,Latvian,35,10,20
European origins,Eastern European origins,Lithuanian,35,10,25
European origins,Eastern European origins,Moldovan,0,0,0
European origins,Eastern European origins,Polish,585,320,270
European origins,Eastern European origins,Romanian,185,105,85
European origins,Eastern European origins,Russian,215,100,115
European origins,Eastern European origins,Slovak,50,15,35
