primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,16815,8195,8615
North American Aboriginal origins,,,1650,735,910
North American Aboriginal origins,First Nations (North American Indian),,1170,525,645
North American Aboriginal origins,Inuit,,200,80,120
North American Aboriginal origins,Métis,,310,145,170
Other North American origins,,,6555,3150,3405
Other North American origins,Acadian,,70,55,15
Other North American origins,American,,150,70,80
Other North American origins,Canadian,,6370,3045,3320
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,25,20,10
Other North American origins,Nova Scotian,,0,0,0
Other North American origins,Ontarian,,15,10,10
Other North American origins,Québécois,,35,20,15
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,10210,4970,5240
European origins,British Isles origins,,5730,2770,2960
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,2765,1360,1405
European origins,British Isles origins,Irish,2950,1360,1595
European origins,British Isles origins,Manx,0,0,0
European origins,British Isles origins,Scottish,2290,1130,1155
European origins,British Isles origins,Welsh,180,75,110
European origins,British Isles origins,British Isles origins; n.i.e.,440,245,195
European origins,French origins,,4765,2250,2515
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,0,0,0
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,4765,2250,2520
European origins,Western European origins (except French origins),,1685,815,875
European origins,Western European origins (except French origins),Austrian,95,35,60
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,80,55,30
European origins,Western European origins (except French origins),Dutch,355,205,145
European origins,Western European origins (except French origins),Flemish,10,10,0
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,1170,515,655
European origins,Western European origins (except French origins),Luxembourger,20,10,10
European origins,Western European origins (except French origins),Swiss,85,60,25
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,300,180,120
European origins,Northern European origins (except British Isles origins),Danish,55,30,25
European origins,Northern European origins (except British Isles origins),Finnish,50,20,25
European origins,Northern European origins (except British Isles origins),Icelandic,10,10,0
European origins,Northern European origins (except British Isles origins),Norwegian,95,55,35
European origins,Northern European origins (except British Isles origins),Swedish,105,60,40
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,15,10,0
European origins,Eastern European origins,,1110,610,500
European origins,Eastern European origins,Bulgarian,0,0,0
European origins,Eastern European origins,Byelorussian,25,10,10
European origins,Eastern European origins,Czech,50,35,15
European origins,Eastern European origins,Czechoslovakian; n.o.s.,0,0,0
European origins,Eastern European origins,Estonian,15,10,0
European origins,Eastern European origins,Hungarian,80,35,40
European origins,Eastern European origins,Latvian,10,10,0
European origins,Eastern European origins,Lithuanian,35,10,25
European origins,Eastern European origins,Moldovan,0,10,0
European origins,Eastern European origins,Polish,420,210,205
European origins,Eastern European origins,Romanian,60,15,45
European origins,Eastern European origins,Russian,195,125,65
European origins,Eastern European origins,Slovak,40,25,15
European origins,Eastern European origins,Ukrainian,350,220,135
European origins,Eastern European origins,Eastern European origins; n.i.e.,20,10,10
European origins,Southern European origins,,1155,560,595
European origins,Southern European origins,Albanian,0,0,0
European origins,Southern European origins,Bosnian,10,0,10
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,10,10,10
European origins,Southern European origins,Cypriot,15,0,15
European origins,Southern European origins,Greek,80,45,35
European origins,Southern European origins,Italian,520,275,245
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,15,0,10
European origins,Southern European origins,Maltese,0,0,0
European origins,Southern European origins,Montenegrin,0,10,0
European origins,Southern European origins,Portuguese,290,135,155
European origins,Southern European origins,Serbian,20,0,15
European origins,Southern European origins,Sicilian,0,0,0
European origins,Southern European origins,Slovenian,0,0,0
European origins,Southern European origins,Spanish,240,115,125
European origins,Southern European origins,Yugoslavian; n.o.s.,20,10,15
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
European origins,Other European origins,,75,40,30
European origins,Other European origins,Basque,10,10,0
European origins,Other European origins,Jewish,35,10,20
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,10,0,0
European origins,Other European origins,Other European origins; n.i.e.,30,20,10
Caribbean origins,Other European origins,,670,285,385
Caribbean origins,Antiguan,,0,0,0
Caribbean origins,Bahamian,,0,0,0
Caribbean origins,Barbadian,,10,0,10
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,0,0,0
Caribbean origins,Cuban,,10,10,0
Caribbean origins,Dominican,,30,15,10
Caribbean origins,Grenadian,,0,0,0
Caribbean origins,Guadeloupean,,0,0,0
