primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,4690,2320,2365
North American Aboriginal origins,,,335,155,185
North American Aboriginal origins,First Nations (North American Indian),,220,110,110
North American Aboriginal origins,Inuit,,15,15,0
North American Aboriginal origins,Métis,,120,35,90
Other North American origins,,,2535,1220,1310
Other North American origins,Acadian,,35,25,15
Other North American origins,American,,40,15,20
Other North American origins,Canadian,,2495,1210,1290
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,0,0,0
Other North American origins,Nova Scotian,,0,0,0
Other North American origins,Ontarian,,0,0,0
Other North American origins,Québécois,,0,0,0
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,3290,1635,1660
European origins,British Isles origins,,1940,975,970
European origins,British Isles origins,Channel Islander,0,10,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,865,435,430
European origins,British Isles origins,Irish,1105,530,575
European origins,British Isles origins,Manx,0,0,0
European origins,British Isles origins,Scottish,765,360,405
European origins,British Isles origins,Welsh,90,45,50
European origins,British Isles origins,British Isles origins; n.i.e.,110,65,40
European origins,French origins,,1515,750,765
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,0,0,0
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,1515,750,760
European origins,Western European origins (except French origins),,625,290,335
European origins,Western European origins (except French origins),Austrian,10,0,0
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,30,15,15
European origins,Western European origins (except French origins),Dutch,200,115,80
European origins,Western European origins (except French origins),Flemish,0,0,0
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,380,150,230
European origins,Western European origins (except French origins),Luxembourger,0,0,0
European origins,Western European origins (except French origins),Swiss,55,30,25
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,70,25,45
European origins,Northern European origins (except British Isles origins),Danish,10,0,0
European origins,Northern European origins (except British Isles origins),Finnish,30,10,25
European origins,Northern European origins (except British Isles origins),Icelandic,0,0,0
European origins,Northern European origins (except British Isles origins),Norwegian,10,0,10
European origins,Northern European origins (except British Isles origins),Swedish,20,15,0
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,0,0,0
European origins,Eastern European origins,,290,135,165
European origins,Eastern European origins,Bulgarian,0,0,0
European origins,Eastern European origins,Byelorussian,0,0,0
European origins,Eastern European origins,Czech,0,0,0
European origins,Eastern European origins,Czechoslovakian; n.o.s.,0,0,0
European origins,Eastern European origins,Estonian,0,0,0
European origins,Eastern European origins,Hungarian,60,35,20
European origins,Eastern European origins,Latvian,0,0,0
European origins,Eastern European origins,Lithuanian,0,0,0
European origins,Eastern European origins,Moldovan,0,0,0
European origins,Eastern European origins,Polish,135,60,75
European origins,Eastern European origins,Romanian,10,0,10
European origins,Eastern European origins,Russian,35,10,30
European origins,Eastern European origins,Slovak,10,0,0
European origins,Eastern European origins,Ukrainian,105,45,55
European origins,Eastern European origins,Eastern European origins; n.i.e.,0,0,0
European origins,Southern European origins,,250,135,115
European origins,Southern European origins,Albanian,0,0,0
European origins,Southern European origins,Bosnian,0,0,0
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,0,0,0
European origins,Southern European origins,Cypriot,0,0,0
European origins,Southern European origins,Greek,0,0,0
European origins,Southern European origins,Italian,180,105,80
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,0,0,0
European origins,Southern European origins,Maltese,0,0,0
European origins,Southern European origins,Montenegrin,0,0,0
European origins,Southern European origins,Portuguese,45,20,25
European origins,Southern European origins,Serbian,0,0,0
European origins,Southern European origins,Sicilian,0,0,0
