primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,18960,9315,9650
North American Aboriginal origins,,,690,365,320
North American Aboriginal origins,First Nations (North American Indian),,475,260,220
North American Aboriginal origins,Inuit,,50,20,25
North American Aboriginal origins,Métis,,180,95,85
Other North American origins,,,4370,2045,2325
Other North American origins,Acadian,,45,25,20
Other North American origins,American,,250,105,150
Other North American origins,Canadian,,4130,1935,2195
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,20,15,0
Other North American origins,Nova Scotian,,0,0,0
Other North American origins,Ontarian,,15,10,10
Other North American origins,Québécois,,10,0,10
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,12155,5905,6250
European origins,British Isles origins,,7200,3535,3665
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,0,10,0
European origins,British Isles origins,English,3595,1795,1800
European origins,British Isles origins,Irish,3735,1735,1995
European origins,British Isles origins,Manx,10,0,0
European origins,British Isles origins,Scottish,3215,1580,1630
European origins,British Isles origins,Welsh,330,145,180
European origins,British Isles origins,British Isles origins; n.i.e.,620,265,355
European origins,French origins,,2800,1335,1460
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,0,0,0
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,2800,1340,1460
European origins,Western European origins (except French origins),,2220,1055,1165
European origins,Western European origins (except French origins),Austrian,100,35,70
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,55,25,30
European origins,Western European origins (except French origins),Dutch,650,320,330
European origins,Western European origins (except French origins),Flemish,0,0,0
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,1460,700,765
European origins,Western European origins (except French origins),Luxembourger,10,10,0
European origins,Western European origins (except French origins),Swiss,115,60,60
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,420,170,245
European origins,Northern European origins (except British Isles origins),Danish,95,30,65
European origins,Northern European origins (except British Isles origins),Finnish,55,15,40
European origins,Northern European origins (except British Isles origins),Icelandic,25,15,10
European origins,Northern European origins (except British Isles origins),Norwegian,90,35,60
European origins,Northern European origins (except British Isles origins),Swedish,150,75,75
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,25,15,10
European origins,Eastern European origins,,1650,840,810
European origins,Eastern European origins,Bulgarian,25,10,10
European origins,Eastern European origins,Byelorussian,20,10,10
European origins,Eastern European origins,Czech,70,35,35
