primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,36980,17800,19180
North American Aboriginal origins,,,1965,940,1020
North American Aboriginal origins,First Nations (North American Indian),,1340,635,710
North American Aboriginal origins,Inuit,,45,30,15
North American Aboriginal origins,Métis,,650,300,350
Other North American origins,,,14025,6700,7325
Other North American origins,Acadian,,180,80,100
Other North American origins,American,,475,215,260
Other North American origins,Canadian,,13605,6510,7100
Other North American origins,New Brunswicker,,0,0,0
Other North American origins,Newfoundlander,,20,10,10
Other North American origins,Nova Scotian,,10,10,0
Other North American origins,Ontarian,,25,15,15
Other North American origins,Québécois,,30,10,20
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,24900,12055,12840
European origins,British Isles origins,,15260,7425,7835
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,7495,3660,3835
European origins,British Isles origins,Irish,7880,3730,4145
European origins,British Isles origins,Manx,10,0,10
European origins,British Isles origins,Scottish,6430,3250,3185
European origins,British Isles origins,Welsh,765,350,415
European origins,British Isles origins,British Isles origins; n.i.e.,1090,505,580
European origins,French origins,,11190,5310,5885
European origins,French origins,Alsatian,10,0,0
European origins,French origins,Breton,0,0,0
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,11190,5305,5885
European origins,Western European origins (except French origins),,3935,1950,1990
European origins,Western European origins (except French origins),Austrian,190,80,110
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,270,145,130
European origins,Western European origins (except French origins),Dutch,835,425,410
European origins,Western European origins (except French origins),Flemish,0,0,0
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,2795,1355,1440
European origins,Western European origins (except French origins),Luxembourger,10,10,10
European origins,Western European origins (except French origins),Swiss,120,70,55
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,905,450,450
European origins,Northern European origins (except British Isles origins),Danish,180,80,95
European origins,Northern European origins (except British Isles origins),Finnish,175,85,90
European origins,Northern European origins (except British Isles origins),Icelandic,75,45,25
European origins,Northern European origins (except British Isles origins),Norwegian,305,145,160
European origins,Northern European origins (except British Isles origins),Swedish,155,90,70
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,65,35,30
European origins,Eastern European origins,,2740,1405,1340
European origins,Eastern European origins,Bulgarian,25,10,10
European origins,Eastern European origins,Byelorussian,15,10,10
European origins,Eastern European origins,Czech,90,35,50
European origins,Eastern European origins,Czechoslovakian; n.o.s.,45,25,20
European origins,Eastern European origins,Estonian,35,20,15
European origins,Eastern European origins,Hungarian,225,120,100
European origins,Eastern European origins,Latvian,55,15,35
European origins,Eastern European origins,Lithuanian,65,45,20
European origins,Eastern European origins,Moldovan,15,0,10
European origins,Eastern European origins,Polish,940,475,465
European origins,Eastern European origins,Romanian,225,115,110
European origins,Eastern European origins,Russian,370,195,180
European origins,Eastern European origins,Slovak,170,70,100
European origins,Eastern European origins,Ukrainian,805,395,410
European origins,Eastern European origins,Eastern European origins; n.i.e.,25,20,10
