primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
total estimated ethnic,,,54250,26280,27970
North American Aboriginal origins,,,2675,1255,1420
North American Aboriginal origins,First Nations (North American Indian),,1855,900,955
North American Aboriginal origins,Inuit,,15,10,10
North American Aboriginal origins,Métis,,910,410,505
Other North American origins,,,20420,9915,10505
Other North American origins,Acadian,,275,105,175
Other North American origins,American,,450,225,220
Other North American origins,Canadian,,19880,9660,10220
Other North American origins,New Brunswicker,,10,0,0
Other North American origins,Newfoundlander,,50,30,25
Other North American origins,Nova Scotian,,0,0,0
Other North American origins,Ontarian,,45,25,25
Other North American origins,Québécois,,110,70,40
Other North American origins,Other North American origins; n.i.e.,,0,0,0
European origins,,,31370,15185,16185
European origins,British Isles origins,,18715,8995,9715
European origins,British Isles origins,Channel Islander,0,0,0
European origins,British Isles origins,Cornish,0,0,0
European origins,British Isles origins,English,8960,4285,4675
European origins,British Isles origins,Irish,9470,4440,5025
European origins,British Isles origins,Manx,10,0,10
European origins,British Isles origins,Scottish,7300,3580,3715
European origins,British Isles origins,Welsh,670,345,330
European origins,British Isles origins,British Isles origins; n.i.e.,1455,690,765
European origins,French origins,,15355,7270,8090
European origins,French origins,Alsatian,0,0,0
European origins,French origins,Breton,25,10,15
European origins,French origins,Corsican,0,0,0
European origins,French origins,French,15355,7270,8085
European origins,Western European origins (except French origins),,5380,2560,2820
European origins,Western European origins (except French origins),Austrian,220,100,120
European origins,Western European origins (except French origins),Bavarian,0,0,0
European origins,Western European origins (except French origins),Belgian,325,150,175
European origins,Western European origins (except French origins),Dutch,1250,625,625
European origins,Western European origins (except French origins),Flemish,25,20,0
European origins,Western European origins (except French origins),Frisian,0,0,0
European origins,Western European origins (except French origins),German,3780,1765,2015
European origins,Western European origins (except French origins),Luxembourger,0,0,0
European origins,Western European origins (except French origins),Swiss,260,115,150
European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
European origins,Northern European origins (except British Isles origins),,910,420,490
European origins,Northern European origins (except British Isles origins),Danish,210,105,100
European origins,Northern European origins (except British Isles origins),Finnish,165,80,85
European origins,Northern European origins (except British Isles origins),Icelandic,20,10,20
European origins,Northern European origins (except British Isles origins),Norwegian,255,105,155
European origins,Northern European origins (except British Isles origins),Swedish,240,100,135
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,80,40,45
European origins,Eastern European origins,,3685,1720,1965
European origins,Eastern European origins,Bulgarian,55,25,35
European origins,Eastern European origins,Byelorussian,35,20,15
European origins,Eastern European origins,Czech,130,60,70
European origins,Eastern European origins,Czechoslovakian; n.o.s.,10,0,0
European origins,Eastern European origins,Estonian,15,0,10
European origins,Eastern European origins,Hungarian,390,205,185
European origins,Eastern European origins,Latvian,0,10,0
European origins,Eastern European origins,Lithuanian,95,50,45
